id_contrat,date_versement,remuneration
80,2012-5-1 18:29:3,55000
81,2015-10-13 2:6:35,55000
82,2014-11-17 19:49:59,55000
83,2016-12-11 8:21:48,55000
84,2016-9-25 15:12:22,55000
85,2016-12-1 5:57:28,55000
86,2014-3-14 8:21:26,55000
87,2013-10-4 11:38:17,55000
88,2016-6-3 18:13:17,55000
89,2012-4-15 23:13:6,55000
90,2014-1-28 14:18:55,55000
91,2016-12-2 19:3:31,55000
92,2014-12-7 2:51:21,55000
93,2012-11-19 5:12:51,55000
94,2015-6-9 2:14:23,55000
95,2015-3-21 6:1:26,55000
96,2012-4-2 9:4:25,55000
97,2013-4-3 8:36:47,55000
98,2013-1-2 18:22:15,55000
99,2015-9-12 15:13:58,55000
100,2014-9-7 22:26:40,55000
101,2016-1-10 7:34:18,55000
102,2012-9-13 11:14:42,55000
103,2012-7-24 10:51:7,55000
104,2012-4-27 19:29:9,55000
105,2016-10-15 9:38:54,55000
106,2014-11-18 21:37:39,55000
107,2016-4-1 22:48:37,55000
108,2014-3-3 18:35:54,55000
109,2013-6-24 2:37:40,55000
110,2012-6-23 15:48:50,55000
111,2013-9-8 15:1:46,55000
112,2012-1-6 9:21:51,55000
113,2013-2-27 3:44:20,55000
114,2015-12-14 3:16:47,55000
115,2014-8-12 18:1:53,55000
116,2012-8-22 19:43:2,55000
117,2015-11-22 22:34:6,55000
118,2014-2-11 10:7:3,55000
119,2016-2-27 22:12:44,55000
120,2012-5-22 3:15:18,55000
121,2016-2-26 7:31:15,55000
122,2014-10-2 11:43:38,55000
123,2013-10-25 3:37:46,55000
124,2012-10-13 3:59:31,55000
125,2013-4-18 23:6:31,55000
126,2015-12-12 2:48:1,55000
127,2013-12-11 17:3:27,55000
128,2016-4-1 15:13:27,55000
129,2012-10-28 3:10:15,55000
130,2015-3-22 4:42:48,55000
131,2013-3-9 18:54:14,55000
132,2014-6-17 14:58:41,55000
133,2016-12-23 15:37:31,55000
134,2012-7-3 22:34:41,55000
135,2014-1-18 2:34:28,55000
136,2012-12-8 12:8:28,55000
137,2012-6-15 4:21:6,55000
138,2015-10-3 21:40:12,55000
139,2016-12-4 12:4:59,55000
140,2015-7-14 14:13:15,55000
141,2012-9-16 7:47:3,55000
142,2012-7-25 3:43:40,55000
143,2016-3-5 16:29:17,55000
144,2016-1-20 12:23:18,55000
145,2012-10-25 18:54:7,55000
146,2016-11-26 23:6:16,55000
147,2012-3-8 3:35:56,55000
148,2016-7-12 15:42:17,55000
149,2012-6-7 16:34:39,55000
150,2015-11-2 16:51:23,55000
151,2012-3-9 20:35:36,55000
152,2015-12-23 21:50:11,55000
153,2012-12-17 18:13:23,55000
154,2016-1-10 21:3:40,55000
155,2014-3-26 20:36:57,55000
156,2012-7-16 21:45:56,55000
157,2012-9-14 8:42:39,55000
158,2014-11-17 5:47:40,55000
159,2014-10-17 4:52:32,55000
160,2012-3-7 23:20:38,55000
161,2015-12-22 9:52:1,55000
162,2013-12-23 11:57:1,55000
163,2013-5-24 20:31:9,55000
164,2012-2-8 6:31:18,55000
165,2016-4-28 23:22:11,55000
166,2015-4-7 17:43:8,55000
167,2014-12-25 16:35:29,55000
168,2013-5-16 6:55:51,55000
169,2015-8-16 21:35:42,55000
170,2016-3-13 22:26:17,55000
171,2016-10-15 17:40:36,55000
172,2014-1-6 11:7:22,55000
173,2015-11-4 8:54:38,55000
174,2014-4-10 4:3:20,55000
175,2013-7-4 20:4:52,55000
176,2012-11-11 10:24:56,55000
177,2014-4-7 17:32:31,55000
178,2012-8-5 6:45:52,55000
179,2012-7-25 13:25:9,55000
180,2012-6-8 8:27:15,55000
181,2015-2-21 17:20:15,55000
182,2016-8-5 14:33:8,55000
183,2015-8-14 20:39:49,55000
184,2014-12-17 13:46:27,55000
185,2012-11-24 3:23:58,55000
186,2014-5-1 10:24:36,55000
187,2016-9-27 14:59:19,55000
188,2012-11-2 4:9:57,55000
189,2015-5-6 11:12:16,55000
190,2016-5-28 2:35:50,55000
191,2013-10-10 6:45:36,55000
192,2013-12-18 19:5:52,55000
193,2013-5-10 13:2:52,55000
194,2012-6-17 4:20:26,55000
195,2016-12-14 20:18:12,55000
196,2013-2-5 1:53:5,55000
197,2016-1-22 12:58:52,55000
198,2015-8-9 2:8:2,55000
199,2013-10-8 1:3:43,55000
200,2016-2-6 23:52:43,55000
201,2012-2-4 7:1:26,55000
202,2015-6-8 2:1:23,55000
203,2015-9-4 1:15:22,55000
204,2015-2-6 14:30:23,55000
205,2012-3-14 7:4:21,55000
206,2012-10-19 11:26:55,55000
207,2014-5-23 14:16:43,55000
208,2013-11-1 10:26:56,55000
209,2015-2-9 8:58:1,55000
210,2016-5-10 3:30:29,55000
211,2014-11-1 23:2:11,55000
212,2013-2-17 13:31:4,55000
213,2016-5-8 22:52:7,55000
214,2015-10-18 2:19:25,55000
215,2015-7-5 2:10:40,55000
216,2013-3-2 3:37:51,55000
217,2012-1-21 14:19:41,55000
218,2014-2-21 6:21:56,55000
219,2014-7-2 22:26:43,55000
220,2016-2-25 18:15:11,55000
221,2014-1-25 1:8:13,55000
222,2013-12-1 15:10:51,55000
223,2013-10-4 16:55:4,55000
224,2014-2-13 15:15:57,55000
225,2015-10-11 19:37:18,55000
226,2012-6-2 10:43:51,55000
227,2013-7-16 11:22:16,55000
228,2013-4-11 6:34:37,55000
229,2013-9-24 11:46:5,55000
230,2012-7-20 14:8:2,55000
231,2014-10-22 5:31:34,55000
232,2016-3-13 14:30:39,55000
233,2015-11-22 13:5:12,55000
234,2014-11-5 11:51:57,55000
235,2016-8-16 19:11:41,55000
236,2016-5-20 5:19:59,55000
237,2014-7-5 6:1:55,55000
238,2015-6-19 15:2:52,55000
239,2013-8-3 6:52:55,55000
240,2013-2-22 13:16:57,55000
241,2014-12-19 15:25:23,55000
242,2013-12-20 8:16:11,55000
243,2014-11-3 23:14:9,55000
244,2012-1-19 13:51:50,55000
245,2012-9-18 14:42:55,55000
246,2014-5-20 2:33:26,55000
247,2015-2-9 21:10:18,55000
248,2013-11-13 17:55:50,55000
249,2016-11-13 19:51:52,55000
250,2016-10-20 12:18:24,55000
251,2016-8-17 16:14:45,55000
252,2014-1-25 6:18:37,55000
253,2016-1-24 15:44:33,55000
254,2012-8-7 4:4:58,55000
255,2015-11-10 5:5:7,55000
256,2016-10-28 8:33:5,55000
257,2016-11-20 23:38:28,55000
258,2013-7-8 3:58:36,55000
259,2012-6-8 15:25:41,55000
260,2016-12-14 5:45:25,55000
261,2016-1-5 2:51:38,55000
262,2013-11-27 3:33:59,55000
263,2013-6-9 9:35:35,55000
264,2015-4-18 7:28:57,55000
265,2014-5-8 23:10:14,55000
266,2012-9-11 21:20:6,55000
267,2016-11-24 12:20:21,55000
268,2012-10-10 20:2:11,55000
269,2013-11-17 20:38:10,55000
270,2014-2-4 6:3:19,55000
271,2016-6-16 7:13:55,55000
272,2012-9-27 15:35:19,55000
273,2014-5-27 11:33:10,55000
274,2012-10-5 1:35:54,55000
275,2015-11-19 6:22:59,55000
276,2012-10-2 9:4:57,55000
277,2015-2-13 22:27:9,55000
278,2013-9-18 22:9:27,55000
279,2015-8-25 23:15:29,55000
280,2015-7-11 20:24:40,55000
281,2016-5-26 8:6:15,55000
282,2016-9-1 20:52:57,55000
283,2012-10-14 2:58:53,55000
284,2016-4-6 22:35:47,55000
285,2016-7-4 5:52:23,55000
286,2014-8-21 4:13:46,55000
287,2015-9-24 18:18:36,55000
288,2016-5-11 22:27:32,55000
289,2014-5-9 4:47:28,55000
290,2016-7-15 23:40:14,55000
291,2013-11-15 6:37:16,55000
292,2013-2-17 19:20:15,55000
293,2015-10-21 7:23:21,55000
294,2016-10-11 14:21:24,55000
295,2014-11-6 17:6:9,55000
296,2014-1-22 18:7:24,55000
297,2014-9-6 9:25:50,55000
298,2012-10-11 7:22:32,55000
299,2016-6-23 7:36:2,55000
300,2016-6-11 15:12:39,55000
301,2015-6-7 23:26:32,55000
302,2016-6-7 14:5:59,55000
303,2013-5-28 6:46:36,55000
304,2013-9-7 14:59:39,55000
305,2016-7-28 9:27:3,55000
306,2012-3-2 7:10:57,55000
307,2014-1-24 1:25:41,55000
308,2015-6-15 14:55:42,55000
309,2015-1-7 8:21:54,55000
310,2015-11-10 7:5:53,55000
311,2016-11-11 14:23:26,55000
312,2015-4-19 9:27:22,55000
313,2012-12-3 2:24:57,55000
314,2013-8-9 6:11:53,55000
315,2015-2-1 17:53:22,55000
316,2013-11-8 23:7:54,55000
317,2015-8-16 15:58:4,55000
318,2016-5-10 5:10:43,55000
319,2015-4-19 23:57:35,55000
320,2015-2-18 19:36:46,55000
321,2014-9-24 5:38:45,55000
322,2013-6-22 12:7:7,55000
323,2014-2-6 17:50:28,55000
324,2016-2-3 8:1:7,55000
325,2013-7-7 1:12:20,55000
326,2013-12-7 13:57:54,55000
327,2014-3-4 3:31:42,55000
328,2012-11-13 17:5:57,55000
329,2012-6-22 17:52:40,55000
330,2013-1-12 19:14:49,55000
331,2013-11-6 5:28:54,55000
332,2012-4-13 14:24:2,55000
333,2014-2-5 10:23:32,55000
334,2014-7-10 22:58:3,55000
335,2014-1-9 17:43:58,55000
336,2014-8-22 19:16:57,55000
337,2015-2-19 12:52:9,55000
338,2014-3-4 13:58:26,55000
339,2013-3-21 12:30:52,55000
340,2013-10-14 10:46:17,55000
341,2012-10-13 1:39:45,55000
342,2012-7-5 14:4:57,55000
343,2016-8-10 17:11:22,55000
344,2015-8-15 5:39:36,55000
345,2015-7-8 12:23:1,55000
346,2016-9-2 7:18:33,55000
347,2012-9-14 17:39:11,55000
348,2016-9-9 23:23:43,55000
349,2013-1-19 20:32:59,55000
350,2015-3-19 15:16:50,55000
351,2014-3-20 11:41:13,55000
352,2016-6-21 16:51:4,55000
353,2015-2-15 20:8:23,55000
354,2014-10-3 4:43:24,55000
355,2012-4-19 8:37:43,55000
356,2014-11-9 5:37:18,55000
357,2015-2-4 1:57:5,55000
358,2016-12-24 9:43:50,55000
359,2013-4-21 22:36:45,55000
360,2016-2-13 19:39:14,55000
361,2015-4-25 23:35:51,55000
362,2013-2-14 22:23:59,55000
363,2015-10-24 6:3:5,55000
364,2016-5-25 1:38:20,55000
365,2014-10-8 16:49:13,55000
366,2013-1-9 7:14:52,55000
367,2014-12-18 4:49:10,55000
368,2012-10-4 11:38:14,55000
369,2012-11-13 9:14:33,55000
370,2012-3-25 2:37:3,55000
371,2015-7-13 21:35:11,55000
372,2013-12-9 18:9:14,55000
373,2013-2-18 5:8:40,55000
374,2013-11-11 4:35:11,55000
375,2015-11-26 3:16:16,55000
376,2014-7-20 4:51:23,55000
377,2016-5-7 21:40:30,55000
378,2012-8-8 16:24:49,55000
379,2014-10-12 10:23:43,55000
380,2013-3-24 15:57:27,55000
381,2013-6-17 23:48:54,55000
382,2012-5-14 4:37:19,55000
383,2012-10-2 13:36:31,55000
384,2013-2-3 7:32:3,55000
385,2016-10-10 18:10:57,55000
386,2016-1-11 2:47:17,55000
387,2013-12-10 16:14:25,55000
388,2014-7-10 8:42:33,55000
389,2016-3-5 13:6:46,55000
390,2016-9-10 15:57:34,55000
391,2013-4-16 22:34:12,55000
392,2015-9-6 15:46:49,55000
393,2012-3-17 1:22:16,55000
394,2012-6-20 17:6:45,55000
395,2015-11-24 8:47:2,55000
396,2013-4-5 9:12:33,55000
397,2013-10-23 17:12:25,55000
398,2014-1-7 19:47:30,55000
399,2014-7-16 14:33:17,55000
400,2015-6-24 23:2:34,55000
401,2015-8-23 12:52:3,55000
402,2013-11-10 6:19:36,55000
403,2014-3-18 16:48:16,55000
404,2015-8-18 21:46:15,55000
405,2016-3-21 18:31:12,55000
406,2014-10-24 21:19:10,55000
407,2016-9-10 14:44:21,55000
408,2012-9-16 23:19:50,55000
409,2016-4-19 3:15:36,55000
410,2015-3-11 12:34:30,55000
411,2014-11-11 3:24:51,55000
412,2012-5-21 20:17:49,55000
413,2015-3-25 17:14:24,55000
414,2014-6-15 20:52:12,55000
415,2012-10-11 7:37:3,55000
416,2012-9-23 7:33:26,55000
417,2015-7-28 4:32:53,55000
418,2015-11-2 18:46:42,55000
419,2015-3-9 17:40:25,55000
420,2013-2-3 22:30:49,55000
421,2015-2-20 9:17:13,55000
422,2012-6-3 10:28:23,55000
423,2015-1-15 2:15:3,55000
424,2015-2-7 1:38:42,55000
425,2016-8-22 12:14:3,55000
426,2013-7-5 5:36:13,55000
427,2015-6-9 12:16:7,55000
428,2014-2-3 23:11:6,55000
429,2013-1-12 20:38:20,55000
430,2013-2-17 21:11:19,55000
431,2014-5-23 22:55:38,55000
432,2014-5-10 8:32:2,55000
433,2016-11-22 6:47:21,55000
434,2016-8-15 22:59:57,55000
435,2012-12-9 21:22:39,55000
436,2016-10-5 10:42:55,55000
437,2016-3-10 14:13:43,55000
438,2013-1-26 2:34:55,55000
439,2012-3-8 16:8:43,55000
440,2014-6-21 18:18:21,55000
441,2014-9-28 23:38:11,55000
442,2012-4-13 7:47:21,55000
443,2012-4-14 11:21:12,55000
444,2014-12-15 13:40:26,55000
445,2014-2-14 5:13:2,55000
446,2015-2-1 16:56:36,55000
447,2014-7-11 17:11:10,55000
448,2013-12-14 12:28:14,55000
449,2015-5-25 17:32:40,55000
450,2015-7-5 3:23:4,55000
451,2012-6-26 7:15:41,55000
452,2015-11-20 16:47:4,55000
453,2013-3-7 22:38:28,55000
454,2012-2-8 11:5:54,55000
455,2014-2-21 3:8:11,55000
456,2015-11-21 11:35:39,55000
457,2013-8-16 21:8:44,55000
458,2013-5-21 22:46:25,55000
459,2015-9-17 18:15:13,55000
460,2015-8-5 9:12:7,55000
461,2015-12-18 3:19:26,55000
462,2015-10-1 22:15:12,55000
463,2012-10-18 6:4:59,55000
464,2015-5-21 13:37:42,55000
465,2013-4-12 20:5:28,55000
466,2016-3-24 22:29:50,55000
467,2012-7-18 3:32:22,55000
468,2014-11-24 7:33:43,55000
469,2015-6-8 5:8:5,55000
470,2014-4-15 3:41:45,55000
471,2015-4-6 16:7:4,55000
472,2014-10-12 1:28:11,55000
473,2014-8-13 21:38:25,55000
474,2015-12-5 22:2:6,55000
475,2016-6-26 20:54:36,55000
476,2014-11-10 13:2:23,55000
477,2016-6-24 12:26:54,55000
478,2012-1-4 4:34:50,55000
479,2015-6-17 18:31:31,55000
480,2012-9-25 4:13:34,55000
481,2015-11-7 15:38:36,55000
482,2015-3-21 13:35:44,55000
483,2015-1-6 10:34:54,55000
484,2016-4-9 7:9:34,55000
485,2016-7-19 18:49:5,55000
486,2012-7-27 13:7:39,55000
487,2014-1-1 9:56:8,55000
488,2013-7-10 6:38:7,55000
489,2013-5-23 23:33:13,55000
490,2015-4-15 3:40:11,55000
491,2014-9-28 13:9:58,55000
492,2014-7-16 16:59:15,55000
493,2014-6-6 11:24:39,55000
494,2015-10-12 21:29:32,55000
495,2012-1-15 8:33:54,55000
496,2015-8-13 16:2:1,55000
497,2013-9-9 17:36:36,55000
498,2016-9-27 12:30:50,55000
499,2014-9-26 23:3:48,55000
500,2016-7-16 19:1:45,55000
501,2013-11-2 13:5:53,55000
502,2014-5-7 9:59:1,55000
503,2016-6-12 2:20:59,55000
504,2014-6-22 7:14:30,55000
505,2015-9-6 1:2:41,55000
506,2013-1-2 12:36:32,55000
507,2014-10-7 13:1:47,55000
508,2015-8-24 5:30:20,55000
509,2013-3-26 7:13:29,55000
510,2014-5-5 7:20:49,55000
511,2015-1-10 7:51:46,55000
512,2014-5-21 18:13:8,55000
513,2013-5-6 13:14:15,55000
514,2012-2-13 20:42:49,55000
515,2016-1-9 19:2:28,55000
516,2012-7-21 16:3:52,55000
517,2013-11-3 22:3:8,55000
518,2013-3-1 13:36:37,55000
519,2013-8-8 20:18:59,55000
520,2013-2-13 14:3:54,55000
521,2013-3-7 8:36:12,55000
522,2012-12-17 6:3:47,55000
523,2015-5-7 3:12:39,55000
524,2014-12-22 8:39:45,55000
525,2014-2-28 12:26:56,55000
526,2012-9-21 11:59:1,55000
527,2013-9-24 4:30:49,55000
528,2015-6-21 15:26:32,55000
529,2015-2-12 18:21:12,55000
530,2015-11-16 6:24:22,55000
531,2016-4-1 6:12:1,55000
532,2016-7-17 17:19:43,55000
533,2016-4-17 4:58:20,55000
534,2013-8-23 5:5:23,55000
535,2012-9-14 4:1:41,55000
536,2012-9-13 12:14:13,55000
537,2013-4-19 14:29:29,55000
538,2015-6-18 2:16:25,55000
539,2014-3-26 6:5:49,55000
540,2016-6-17 4:2:44,55000
541,2012-12-23 6:37:41,55000
542,2016-2-7 8:43:52,55000
543,2013-9-12 2:34:31,55000
544,2015-12-24 3:27:27,55000
545,2012-4-12 5:16:2,55000
546,2016-9-22 15:9:52,55000
547,2014-11-4 18:45:8,55000
548,2013-3-11 1:29:11,55000
549,2014-8-16 5:33:48,55000
550,2015-2-10 17:35:25,55000
551,2012-10-26 13:38:41,55000
552,2014-9-25 13:31:58,55000
553,2016-1-6 4:49:49,55000
554,2016-8-18 15:2:41,55000
555,2013-1-12 22:6:55,55000
556,2013-12-27 23:52:36,55000
557,2015-8-19 8:26:30,55000
558,2015-12-20 17:32:47,55000
559,2015-12-13 3:49:48,55000
560,2014-12-17 22:30:27,55000
561,2013-11-24 11:8:17,55000
562,2016-1-18 19:55:7,55000
563,2013-3-24 6:52:13,55000
564,2013-5-15 9:36:54,55000
565,2016-7-22 6:23:35,55000
566,2016-8-12 11:44:20,55000
567,2012-9-3 17:17:52,55000
568,2013-6-12 15:56:12,55000
569,2016-5-12 18:55:59,55000
570,2013-4-4 10:4:1,55000
571,2013-1-23 9:56:59,55000
572,2015-6-7 17:27:43,55000
573,2013-3-15 23:47:20,55000
574,2015-8-23 9:53:3,55000
575,2016-5-19 12:22:46,55000
576,2013-11-16 16:51:28,55000
577,2015-7-26 21:25:11,55000
578,2014-3-23 20:54:29,55000
579,2013-1-17 18:30:13,55000
580,2016-12-13 19:7:34,55000
581,2012-7-27 1:20:48,55000
582,2016-6-17 12:25:39,55000
583,2012-11-10 7:8:26,55000
584,2015-1-17 9:2:37,55000
585,2016-11-17 19:36:53,55000
586,2012-6-20 14:19:22,55000
587,2013-3-11 10:21:31,55000
588,2012-2-25 6:48:11,55000
589,2012-2-20 1:33:53,55000
590,2016-10-2 3:39:45,55000
591,2013-6-26 19:2:9,55000
592,2012-9-13 20:40:45,55000
593,2012-5-23 10:33:30,55000
594,2013-8-2 6:55:44,55000
595,2014-2-19 1:16:2,55000
596,2013-11-4 9:1:19,55000
597,2013-10-10 2:57:23,55000
598,2012-12-26 5:15:6,55000
599,2015-7-4 6:48:50,55000
600,2012-12-2 5:16:24,55000
601,2014-12-1 3:5:19,55000
602,2014-9-23 13:50:39,55000
603,2016-6-19 22:31:52,55000
604,2014-7-5 5:51:58,55000
605,2016-7-1 5:47:43,55000
606,2013-6-4 5:55:14,55000
607,2014-1-18 21:33:30,55000
608,2016-2-10 9:41:46,55000
609,2016-12-17 9:17:2,55000
610,2012-7-27 4:30:4,55000
611,2013-10-16 3:39:28,55000
612,2013-12-3 23:17:6,55000
613,2013-7-11 20:50:33,55000
614,2013-11-12 14:3:5,55000
615,2014-4-21 13:28:12,55000
616,2014-10-16 13:40:20,55000
617,2014-3-6 18:28:52,55000
618,2015-12-5 11:54:13,55000
619,2016-10-3 10:16:42,55000
620,2013-1-17 3:53:50,55000
621,2016-2-14 19:20:7,55000
622,2016-8-9 13:17:6,55000
623,2014-2-7 18:25:34,55000
624,2012-12-20 12:20:17,55000
625,2012-12-23 8:51:33,55000
626,2014-4-22 23:11:3,55000
627,2013-9-23 16:10:43,55000
628,2016-5-24 7:57:43,55000
629,2012-1-19 9:47:49,55000
630,2016-6-23 20:45:12,55000
631,2015-6-11 4:59:32,55000
632,2016-6-25 3:59:49,55000
633,2012-2-5 5:39:40,55000
634,2012-5-14 12:34:31,55000
635,2014-8-9 15:22:37,55000
636,2014-9-10 4:41:4,55000
637,2014-1-23 17:31:35,55000
638,2013-10-13 12:46:16,55000
639,2013-3-28 17:32:40,55000
640,2014-10-2 14:16:25,55000
641,2015-3-17 7:28:41,55000
642,2014-9-27 12:38:26,55000
643,2014-11-2 19:57:21,55000
644,2015-4-17 8:46:26,55000
645,2014-9-12 7:56:42,55000
646,2014-5-18 1:36:29,55000
647,2014-11-27 17:29:5,55000
648,2012-5-16 8:21:20,55000
649,2013-10-18 12:14:16,55000
650,2015-7-26 19:25:53,55000
651,2012-2-25 20:26:35,55000
652,2012-1-2 12:35:21,55000
653,2015-7-17 6:30:16,55000
654,2015-5-2 7:20:13,55000
655,2012-1-22 22:9:39,55000
656,2014-8-24 23:37:39,55000
657,2014-11-17 18:21:57,55000
658,2014-2-20 2:28:33,55000
659,2015-6-1 5:45:15,55000
660,2015-11-2 10:20:31,55000
661,2012-2-8 7:41:44,55000
662,2015-11-21 17:43:1,55000
663,2014-9-3 22:44:19,55000
664,2016-11-16 11:15:17,55000
665,2015-12-27 1:24:45,55000
666,2013-11-25 3:41:48,55000
667,2016-4-23 7:45:21,55000
668,2015-4-22 3:32:18,55000
669,2013-7-14 7:5:52,55000
670,2016-4-21 8:16:6,55000
671,2013-3-5 15:56:53,55000
672,2015-11-17 1:7:22,55000
673,2012-9-26 5:27:30,55000
674,2012-11-17 10:5:42,55000
675,2013-8-17 5:35:19,55000
676,2014-10-10 5:54:44,55000
677,2015-6-15 3:10:40,55000
678,2013-4-5 2:56:59,55000
679,2013-4-19 23:27:7,55000
680,2014-8-9 16:4:5,55000
681,2015-1-21 6:20:49,55000
682,2013-6-13 3:53:23,55000
683,2014-11-3 11:33:25,55000
684,2015-4-4 11:7:33,55000
685,2016-1-12 1:5:14,55000
686,2015-7-6 21:54:41,55000
687,2016-12-9 14:19:59,55000
688,2014-8-12 16:45:13,55000
689,2016-3-23 22:53:1,55000
690,2013-1-11 17:33:54,55000
691,2014-11-18 12:16:39,55000
692,2015-5-8 15:24:49,55000
693,2016-5-12 12:16:40,55000
694,2012-2-13 10:49:56,55000
695,2013-2-18 7:13:10,55000
696,2014-7-16 4:51:25,55000
697,2016-8-22 3:31:59,55000
698,2015-4-25 5:59:25,55000
699,2015-3-1 9:36:9,55000
700,2012-12-28 21:50:9,55000
701,2015-4-22 21:48:55,55000
702,2016-2-24 14:35:24,55000
703,2016-3-9 21:35:12,55000
704,2013-10-7 19:36:48,55000
705,2016-3-17 2:16:48,55000
706,2013-3-24 5:40:24,55000
707,2013-4-26 13:18:3,55000
708,2015-5-19 12:58:47,55000
709,2016-12-19 19:17:2,55000
710,2015-6-15 9:50:29,55000
711,2014-5-16 12:28:26,55000
712,2013-5-7 2:58:8,55000
713,2014-9-2 12:10:54,55000
714,2014-1-15 1:47:35,55000
715,2012-10-10 20:38:51,55000
716,2016-12-22 5:44:29,55000
717,2015-4-7 12:9:31,55000
718,2014-8-8 4:19:29,55000
719,2015-2-13 12:1:24,55000
720,2016-3-10 11:18:53,55000
721,2012-5-9 1:55:1,55000
722,2013-5-2 6:57:26,55000
723,2013-4-10 8:38:9,55000
724,2015-2-6 3:34:17,55000
725,2015-1-21 20:1:40,55000
726,2015-11-28 21:17:23,55000
727,2015-3-2 5:48:53,55000
728,2014-6-6 1:25:42,55000
729,2015-4-21 21:46:21,55000
730,2016-1-20 23:33:2,55000
731,2012-3-28 13:28:51,55000
732,2013-9-14 16:13:12,55000
733,2013-5-1 1:48:31,55000
734,2012-2-14 6:29:41,55000
735,2014-7-2 22:38:47,55000
736,2012-12-21 11:43:57,55000
737,2015-2-9 6:47:18,55000
738,2014-3-3 6:14:53,55000
739,2016-5-10 4:28:57,55000
740,2013-2-15 16:6:24,55000
741,2015-11-19 15:13:56,55000
742,2013-2-20 11:26:33,55000
743,2014-1-9 14:45:7,55000
744,2013-5-1 12:7:11,55000
745,2015-12-5 8:8:51,55000
746,2016-4-9 10:26:14,55000
747,2016-9-9 4:7:54,55000
748,2014-2-2 3:29:4,55000
749,2015-1-15 21:51:18,55000
750,2014-8-25 6:13:14,55000
751,2016-9-1 21:33:26,55000
752,2014-4-22 5:19:19,55000
753,2014-8-19 2:38:50,55000
754,2012-11-20 16:17:30,55000
755,2012-6-22 11:11:53,55000
756,2014-10-10 12:23:19,55000
757,2012-8-1 19:57:41,55000
758,2015-11-20 1:14:46,55000
759,2013-3-9 5:24:13,55000
760,2016-7-27 12:37:9,55000
761,2013-12-21 13:19:45,55000
762,2016-12-25 22:58:32,55000
763,2013-6-5 11:2:21,55000
764,2015-2-27 11:10:15,55000
765,2012-3-19 20:10:50,55000
766,2012-10-6 11:35:24,55000
767,2013-10-19 5:33:16,55000
768,2015-1-16 6:36:14,55000
769,2016-2-1 11:21:40,55000
770,2015-4-26 6:5:4,55000
771,2016-2-11 5:54:7,55000
772,2015-6-19 18:32:44,55000
773,2013-11-8 2:41:9,55000
774,2013-2-14 8:46:53,55000
775,2013-2-11 3:12:27,55000
776,2014-9-13 14:14:45,55000
